,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,1,29,2997,1797,1665,combine
InFlightMut111_T5,4.0,4.0,5.0,11.0,9.0,11.0,11.0,11.0,9.0,8.0,11.0,12.0,11.0,11.0,4.0,11.0,4.0,8.0,5.0,5.0,4.0,12.0
InFlightMut135_T7,6.0,5.0,6.0,12.0,10.0,12.0,12.0,12.0,10.0,10.0,12.0,13.0,12.0,12.0,6.0,12.0,5.0,9.0,6.0,6.0,5.0,13.0
InFlightMut120_T6,5.0,26.0,27.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,5.0,2.0,31.0,1.0,1.0,26.0,25.0,8.0
InFlightMut107_T18,17.0,13.0,14.0,20.0,18.0,20.0,20.0,20.0,18.0,21.0,20.0,21.0,20.0,20.0,17.0,20.0,13.0,17.0,14.0,14.0,13.0,21.0
InFlightMut169_T20,19.0,15.0,16.0,22.0,20.0,22.0,22.0,22.0,20.0,23.0,22.0,23.0,22.0,22.0,19.0,22.0,15.0,19.0,16.0,16.0,15.0,23.0
InFlightMut42_T24,22.0,18.0,19.0,25.0,23.0,25.0,25.0,25.0,23.0,26.0,25.0,26.0,25.0,25.0,22.0,25.0,18.0,22.0,19.0,19.0,18.0,26.0
InFlightMut183_T2,1.0,1.0,2.0,8.0,6.0,8.0,8.0,8.0,6.0,5.0,8.0,9.0,8.0,8.0,1.0,8.0,1.0,5.0,2.0,2.0,1.0,9.0
InFlightMut119_T6,5.0,26.0,27.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,5.0,2.0,31.0,1.0,1.0,26.0,25.0,8.0
InFlightMut139_T29,25.0,21.0,23.0,29.0,26.0,29.0,29.0,29.0,26.0,29.0,28.0,29.0,29.0,29.0,25.0,28.0,21.0,25.0,22.0,22.0,21.0,29.0
InFlightMut31_T13,12.0,9.0,10.0,16.0,14.0,16.0,16.0,16.0,14.0,16.0,16.0,17.0,16.0,16.0,12.0,16.0,9.0,13.0,10.0,10.0,9.0,17.0
InFlightMut126_T28,24.0,20.0,22.0,28.0,25.0,28.0,28.0,28.0,25.0,28.0,27.0,28.0,28.0,28.0,24.0,27.0,20.0,24.0,21.0,21.0,20.0,28.0
InFlightMut179_T12,11.0,8.0,9.0,15.0,13.0,15.0,15.0,15.0,13.0,15.0,15.0,16.0,15.0,15.0,11.0,15.0,8.0,12.0,9.0,9.0,8.0,16.0
InFlightMut187_T27,32.0,32.0,21.0,27.0,32.0,27.0,27.0,27.0,32.0,4.0,32.0,8.0,27.0,27.0,32.0,32.0,25.0,32.0,30.0,1.0,32.0,4.0
InFlightMut142_T18,17.0,13.0,14.0,20.0,18.0,20.0,20.0,20.0,18.0,21.0,20.0,21.0,20.0,20.0,17.0,20.0,13.0,17.0,14.0,14.0,13.0,21.0
InFlightMut101_T24,22.0,18.0,19.0,25.0,23.0,25.0,25.0,25.0,23.0,26.0,25.0,26.0,25.0,25.0,22.0,25.0,18.0,22.0,19.0,19.0,18.0,26.0
InFlightMut127_T17,16.0,12.0,13.0,19.0,17.0,19.0,19.0,19.0,17.0,20.0,19.0,20.0,19.0,19.0,16.0,19.0,12.0,16.0,13.0,13.0,12.0,20.0
InFlightMut144_T19,18.0,14.0,15.0,21.0,19.0,21.0,21.0,21.0,19.0,22.0,21.0,22.0,21.0,21.0,18.0,21.0,14.0,18.0,15.0,15.0,14.0,22.0
InFlightMut138_T2,1.0,1.0,2.0,8.0,6.0,8.0,8.0,8.0,6.0,5.0,8.0,9.0,8.0,8.0,1.0,8.0,1.0,5.0,2.0,2.0,1.0,9.0
InFlightMut123_T12,11.0,8.0,9.0,15.0,13.0,15.0,15.0,15.0,13.0,15.0,15.0,16.0,15.0,15.0,11.0,15.0,8.0,12.0,9.0,9.0,8.0,16.0
InFlightMut150_T31,27.0,23.0,25.0,31.0,28.0,31.0,31.0,31.0,28.0,31.0,30.0,31.0,31.0,31.0,27.0,30.0,23.0,27.0,24.0,24.0,23.0,31.0
InFlightMut47_T6,5.0,26.0,27.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,5.0,2.0,31.0,1.0,1.0,26.0,25.0,8.0
InFlightMut196_T1,29.0,25.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,32.0,29.0,29.0,32.0,29.0,1.0
InFlightMut104_T26,23.0,19.0,20.0,26.0,24.0,26.0,26.0,26.0,24.0,27.0,26.0,27.0,26.0,26.0,23.0,26.0,19.0,23.0,20.0,20.0,19.0,27.0
InFlightMut137_T23,21.0,17.0,18.0,24.0,22.0,24.0,24.0,24.0,22.0,25.0,24.0,25.0,24.0,24.0,21.0,24.0,17.0,21.0,18.0,18.0,17.0,25.0
InFlightMut21_T12,11.0,8.0,9.0,15.0,13.0,15.0,15.0,15.0,13.0,15.0,15.0,16.0,15.0,15.0,11.0,15.0,8.0,12.0,9.0,9.0,8.0,16.0
InFlightMut14_T16,15.0,11.0,12.0,18.0,16.0,18.0,18.0,18.0,16.0,19.0,18.0,19.0,18.0,18.0,15.0,18.0,11.0,15.0,12.0,12.0,11.0,19.0
