,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,333,1890,2,1,4,8,1627,6,combine
RM2Mut184_T176,176.0,176.0,176.0,138.0,176.0,176.0,176.0,134.0,174.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,142.0,127.0,144.0,144.0,146.0,144.0,145.0,142.0,161.0
RM2Mut22_T191,191.0,191.0,191.0,153.0,191.0,191.0,191.0,149.0,189.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,157.0,142.0,159.0,159.0,161.0,159.0,160.0,157.0,176.0
RM2Mut178_T118,118.0,118.0,118.0,80.0,118.0,118.0,118.0,76.0,116.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,84.0,69.0,86.0,86.0,88.0,86.0,87.0,84.0,103.0
RM2Mut19_T205,205.0,205.0,205.0,167.0,205.0,205.0,205.0,163.0,203.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,171.0,156.0,173.0,173.0,175.0,173.0,174.0,171.0,190.0
RM2Mut197_T68,72.0,72.0,72.0,35.0,72.0,72.0,72.0,30.0,71.0,72.0,72.0,72.0,72.0,73.0,72.0,72.0,39.0,24.0,41.0,41.0,43.0,41.0,42.0,39.0,58.0
RM2Mut174_T141,141.0,141.0,141.0,103.0,141.0,141.0,141.0,99.0,139.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,107.0,92.0,109.0,109.0,111.0,109.0,110.0,107.0,126.0
RM2Mut159_T30,18.0,6.0,21.0,191.0,6.0,6.0,6.0,208.0,6.0,6.0,6.0,6.0,29.0,6.0,6.0,10.0,9.0,176.0,13.0,5.0,13.0,6.0,19.0,20.0,39.0
RM2Mut121_T24,51.0,51.0,47.0,13.0,51.0,51.0,51.0,5.0,51.0,51.0,51.0,51.0,51.0,56.0,53.0,51.0,18.0,6.0,12.0,24.0,18.0,18.0,24.0,17.0,39.0
RM2Mut14_T176,176.0,176.0,176.0,138.0,176.0,176.0,176.0,134.0,174.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,142.0,127.0,144.0,144.0,146.0,144.0,145.0,142.0,161.0
RM2Mut150_T161,161.0,161.0,161.0,123.0,161.0,161.0,161.0,119.0,159.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,127.0,112.0,129.0,129.0,131.0,129.0,130.0,127.0,146.0
RM2Mut24_T148,13.0,26.0,10.0,8.0,27.0,27.0,27.0,106.0,27.0,27.0,27.0,27.0,53.0,27.0,27.0,27.0,15.0,196.0,8.0,16.0,10.0,13.0,6.0,9.0,18.0
RM2Mut11_T120,13.0,37.0,16.0,13.0,39.0,39.0,39.0,78.0,39.0,39.0,40.0,40.0,53.0,39.0,39.0,40.0,21.0,208.0,17.0,20.0,18.0,19.0,10.0,14.0,7.0
RM2Mut117_T158,158.0,158.0,158.0,120.0,158.0,158.0,158.0,116.0,156.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,124.0,109.0,126.0,126.0,128.0,126.0,127.0,124.0,143.0
RM2Mut176_T75,16.0,37.0,16.0,15.0,38.0,38.0,38.0,42.0,38.0,38.0,39.0,39.0,49.0,39.0,38.0,39.0,20.0,212.0,13.0,17.0,23.0,18.0,13.0,17.0,6.0
RM2Mut132_T16,40.0,34.0,46.0,222.0,33.0,33.0,33.0,218.0,33.0,33.0,33.0,33.0,16.0,33.0,33.0,33.0,218.0,203.0,218.0,222.0,218.0,218.0,217.0,216.0,219.0
RM2Mut135_T67,71.0,71.0,71.0,34.0,71.0,71.0,71.0,29.0,70.0,71.0,71.0,71.0,71.0,72.0,71.0,71.0,38.0,23.0,40.0,40.0,42.0,40.0,41.0,38.0,57.0
RM2Mut116_T31,13.0,4.0,2.0,3.0,4.0,4.0,4.0,191.0,4.0,4.0,4.0,4.0,30.0,4.0,4.0,4.0,2.0,4.0,6.0,3.0,3.0,3.0,13.0,5.0,213.0
RM2Mut156_T11,26.0,20.0,16.0,189.0,20.0,20.0,20.0,186.0,20.0,20.0,20.0,20.0,11.0,20.0,20.0,19.0,16.0,190.0,22.0,11.0,24.0,22.0,21.0,19.0,19.0
RM2Mut110_T148,13.0,26.0,10.0,8.0,27.0,27.0,27.0,106.0,27.0,27.0,27.0,27.0,53.0,27.0,27.0,27.0,15.0,196.0,8.0,16.0,10.0,13.0,6.0,9.0,18.0
RM2Mut101_T191,191.0,191.0,191.0,153.0,191.0,191.0,191.0,149.0,189.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,157.0,142.0,159.0,159.0,161.0,159.0,160.0,157.0,176.0
RM2Mut137_T223,223.0,223.0,223.0,185.0,223.0,223.0,223.0,181.0,221.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,189.0,174.0,191.0,191.0,193.0,191.0,192.0,189.0,208.0
RM2Mut16_T152,152.0,152.0,152.0,114.0,152.0,152.0,152.0,110.0,150.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,118.0,103.0,120.0,120.0,122.0,120.0,121.0,118.0,137.0
RM2Mut139_T75,41.0,42.0,26.0,195.0,42.0,42.0,42.0,196.0,42.0,42.0,44.0,44.0,51.0,39.0,42.0,42.0,198.0,212.0,201.0,196.0,204.0,196.0,218.0,196.0,8.0
RM2Mut191_T119,119.0,119.0,119.0,81.0,119.0,119.0,119.0,77.0,117.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,85.0,70.0,87.0,87.0,89.0,87.0,88.0,85.0,104.0
RM2Mut157_T141,141.0,141.0,141.0,103.0,141.0,141.0,141.0,99.0,139.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,107.0,92.0,109.0,109.0,111.0,109.0,110.0,107.0,126.0
